260	NU Pagamentos S.A. – Nubank	www.nubank.com.br
265	Banco Fator S.A.	www.fator.com.br
266	Banco Cédula S.A.	www.bancocedula.com.br
268	BARI COMPANHIA HIPOTECÁRIA	
269	HSBC Brasil S.A. – Banco de Investimento	
270	Sagitur Corretora de Câmbio Ltda.	
271	IB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.	
272	AGK CORRETORA DE CAMBIO S.A.	
273	Cooperativa de Crédito Rural de São Miguel do Oeste – Sulcredi/São Miguel	
274	MONEY PLUS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORT	
276	Senff S.A. – Crédito, Financiamento e Investimento	
278	Genial Investimentos Corretora de Valores Mobiliários S.A.	
279	COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE	
280	Avista S.A. Crédito, Financiamento e Investimento	
281	Cooperativa de Crédito Rural Coopavel	
283	RB CAPITAL INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LIMITADA	
285	Frente Corretora de Câmbio Ltda.	
286	COOPERATIVA DE CRÉDITO RURAL DE OURO SULCREDI/OURO	
288	CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.	
289	DECYSEO CORRETORA DE CAMBIO LTDA.	
290	Pagseguro Internet S.A. – PagBank	www.pagseguro.uol.com.br
292	BS2 Distribuidora de Títulos e Valores Mobiliários S.A.	
293	Lastro RDV Distribuidora de Títulos e Valores Mobiliários Ltda.	
296	VISION S.A. CORRETORA DE CAMBIO	
298	Vip’s Corretora de Câmbio Ltda.	
299	SOROCRED CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.	
300	Banco de La Nacion Argentina	www.bna.com.ar
301	BPP Instituição de Pagamento S.A.	
306	PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.	
307	Terra Investimentos Distribuidora de Títulos e Valores Mobiliários Ltda.	
309	CAMBIONET CORRETORA DE CÂMBIO LTDA.	
310	VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.	
315	PI Distribuidora de Títulos e Valores Mobiliários S.A.	
318	Banco BMG S.A.	www.bancobmg.com.br
319	OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA	
320	China Construction Bank (Brasil) Banco Múltiplo S.A.	www.br.ccb.com
321	CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LT	
322	Cooperativa de Crédito Rural de Abelardo Luz – Sulcredi/Crediluz	
323	MERCADOPAGO.COM REPRESENTACOES LTDA.	www.mercadopago.com.br
325	Órama Distribuidora de Títulos e Valores Mobiliários S.A.	
326	PARATI – CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.	
329	QI Sociedade de Crédito Direto S.A.	
330	Banco Bari de Investimentos e Financiamentos S/A	www.bancobari.com.br
331	Fram Capital Distribuidora de Títulos e Valores Mobiliários S.A.	
332	Acesso Soluções de Pagamento S.A.	
335	Banco Digio S.A.	www.digio.com.br
336	Banco C6 S.A – C6 Bank	www.c6bank.com.br
340	Super Pagamentos e Administração de Meios Eletrônicos S.A.	
341	Itaú Unibanco S.A.	www.itau.com.br
342	Creditas Sociedade de Crédito Direto S.A.	
343	FFA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.	
348	Banco XP S.A.	
349	AMAGGI S.A. – CRÉDITO, FINANCIAMENTO E INVESTIMENTO	
352	TORO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA	
354	NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES	
355	ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.	
364	GERENCIANET PAGAMENTOS DO BRASIL LTDA	
365	SOLIDUS S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS	
366	Banco Société Générale Brasil S.A.	www.sgbrasil.com.br
367	VITREO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.	
368	Banco Carrefour	www.carrefoursolucoes.com.br
370	Banco Mizuho do Brasil S.A.	www.mizuhobank.com/brazil/pt/
373	UP.P SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.	
376	Banco J. P. Morgan S.A.	www.jpmorgan.com
380	PicPay	www.bancocapital.com.br
389	Banco Mercantil do Brasil S.A.	www.mercantil.com.br
394	Banco Bradesco Financiamentos S.A.	
399	Kirton Bank S.A. – Banco Múltiplo	
412	Banco Capital S.A.	www.bancocapital.com.br
422	Banco Safra S.A.	www.safra.com.br
456	Banco MUFG Brasil S.A.	www.br.bk.mufg.jp
464	Banco Sumitomo Mitsui Brasileiro S.A.	www.smbcgroup.com.br
473	Banco Caixa Geral – Brasil S.A.	www.bcgbrasil.com.br
477	Citibank N.A.	www.citibank.com
479	Banco ItauBank S.A	www.itaubank.com.br
487	Deutsche Bank S.A. – Banco Alemão	www.deutsche-bank.com.br
488	JPMorgan Chase Bank	
492	ING Bank N.V.	www.ing.com
495	Banco de La Provincia de Buenos Aires	www.bapro.com.ar
505	Banco Credit Suisse (Brasil) S.A.	www.csfb.com
545	SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A	
600	Banco Luso Brasileiro S.A.	www.lusobrasileiro.com.br
604	Banco Industrial do Brasil S.A.	www.bancoindustrial.com.br
610	Banco VR S.A.	www.vrinvestimentos.com.br
611	Banco Paulista S.A.	www.bancopaulista.com.br
612	Banco Guanabara S.A.	www.bancoguanabara.com.br
613	Omni Banco S.A.	www.bancopecunia.com.br
623	Banco PAN S.A.	www.bancopan.com.br
626	Banco Ficsa S.A.	www.ficsa.com.br
630	Banco Smartbank S.A.	
633	Banco Rendimento S.A.	www.rendimento.com.br
634	Banco Triângulo S.A.	www.tribanco.com.br
637	Banco Sofisa S.A.	www.sofisa.com.br
643	Banco Pine S.A.	www.pine.com
652	Itaú Unibanco Holding S.A.	www.itau.com.br
653	Banco Indusval S.A.	www.bip.b.br
654	Banco A.J.Renner S.A.	www.bancorenner.com.br
655	Banco Votorantim S.A.	www.bancovotorantim.com.br
707	Banco Daycoval S.A.	www.daycoval.com.br
712	Banco Ourinvest S.A.	www.ourinvest.com.br
739	Banco Cetelem S.A.	www.cetelem.com.br
741	Banco Ribeirão Preto S.A.	www.brp.com.br
743	Banco Semear S.A.	www.bancosemear.com.br
745	Banco Citibank S.A.	www.citibank.com.br
746	Banco Modal S.A.	www.bancomodal.com.br
747	Banco Rabobank International Brasil S.A.	www.rabobank.com.br
748	Banco Cooperativo Sicredi S.A.	www.sicredi.com.br
751	Scotiabank Brasil S.A. Banco Múltiplo	www.br.scotiabank.com
752	Banco BNP Paribas Brasil S.A.	www.bnpparibas.com.br
753	Novo Banco Continental S.A. – Banco Múltiplo	www.nbcbank.com.br
754	Banco Sistema S.A.	www.btgpactual.com
755	Bank of America Merrill Lynch Banco Múltiplo S.A.	www.ml.com
756	Banco Cooperativo do Brasil S.A. – BANCOOB	www.bancoob.com.br
757	Banco KEB HANA do Brasil S.A.	www.bancokeb.com.br
